name,domain_mode,lifespan,acceptance_rate,agent_births,agent_deaths,boredom_rate,final_domain_size,final_mean_cumulative_interest,final_mean_repo_size,interest_first_quarter,interest_gini,interest_last_quarter,interest_trend,late_mean_strategy_pref,max_domain_size,max_lineage_depth,max_strategy_pref,mean_interest_generated,mean_lineage_depth,mean_novelty_generated,mean_strategy_pref,min_strategy_pref,retrieval_ancestor,retrieval_child,retrieval_count,retrieval_descendant,retrieval_fallback_rate,retrieval_parent,retrieval_random,retrieval_same_lineage,retrieval_sibling,share_concentration_top3,std_strategy_pref,strategy_drift_from_neutral,total_accepted,total_boredom_adoptions,total_shares,unique_domain_creators
flat_life,flat,True,0.21744471744471744,81,81,0.11325,394,0.3914939008736997,51.15,0.3778039706762297,0.3544639423187798,0.34060510360968216,-0.037198867066547514,0.5,394,11,0.5,0.34680108536314774,1.3736040609137057,0.2838308988596447,0.5,0.5,0,0,453,0,0.0,0,453,0,0,0.10442260442260443,0.0,0.0,531,453,2442,32
flat_nolife,flat,False,0.21532846715328466,0,0,0.11325,391,0.4314127692773514,327.5,0.42464763713369585,0.25757337004971365,0.3714495523718384,-0.053198084761857445,0.5,391,9,0.5,0.39105412751182006,1.3530857060268826,0.3254784960449869,0.5,0.5,0,0,453,0,0.0,0,453,0,0,0.2871046228710462,0.0,0.0,531,453,2466,20
lineage_life,lineage,True,0.21836228287841192,81,81,0.1145,388,0.3545938358364854,51.45,0.3500952443313054,0.39061344781567137,0.3232118106753104,-0.026883433655994993,0.4999706680379755,388,10,0.5087769297783358,0.33488501927958964,1.3974694589877836,0.26959661726738726,0.5000369577823646,0.48336060455564456,9,0,458,1,0.0,30,0,295,4,0.11786600496277916,0.0024298885043941548,2.9331962024481406e-05,528,458,2418,32
lineage_nolife,lineage,False,0.22127831715210355,0,0,0.116,416,0.4201679669551773,327.9,0.4119906617598158,0.315746974462314,0.3660378450729751,-0.0459528166868407,0.5019103345418549,416,13,0.5361785423994985,0.3928748997851036,1.4854382929642445,0.32404331743755826,0.5027651954166893,0.47184534790674254,6,0,464,0,0.0,24,0,401,2,0.2961165048543689,0.010991214845299744,0.0019103345418548523,547,464,2472,20
similarity_life,similarity,True,0.2157102157102157,81,81,0.12075,394,0.4645236331742154,53.7,0.38499388289362163,0.31644413441729985,0.3477770769368971,-0.03721680595672455,0.5001168896679341,394,14,0.5066897774963798,0.35191988337403224,1.4577809798270893,0.2940465832318838,0.4999985892873038,0.49551276540566785,0,0,483,0,0.0,0,0,0,0,0.10378510378510379,0.0010281257044801242,0.00011688966793410582,530,483,2457,30
similarity_nolife,similarity,False,0.2153972153972154,0,0,0.1155,397,0.42245191469912086,325.5,0.43559011695874406,0.28105213809559226,0.36543090690271196,-0.0701592100560321,0.49645219818160474,397,15,0.5251217304838854,0.3894821836950072,1.4895712630359212,0.3143741257290726,0.4978154465687343,0.48675249648753216,0,0,462,0,0.0,0,0,0,0,0.2788697788697789,0.005214455482460731,0.0035478018183952575,526,462,2442,20
