timestamp,event_type,step,operation,domain_mode,agent_strategy_pref,retrieval_mode,query_artifact_id,retrieved_artifact_id,artifact_id,creator_id,accepted_by,relation_type,relevance_score,is_new_artifact,domain_size,retrieval_rank,retrieval_pool_size,retrieval_bucket,retrieval_estimated_novelty,retrieval_fallback_random,root_creator_id,lineage_depth,generation_step,entered_domain_step,views,shares,domain_entry_count,nearest_domain_artifact_id,nearest_domain_similarity,domain_source,domain_parent_id
2026-04-22T21:51:47.497243,domain_event,0,add,lineage,,lineage,,0,0,0,19,accepted_into_domain,,True,1,,,,,,0,0,0,0,0,0,1,,,generation,
2026-04-22T21:51:47.499252,domain_event,0,add,lineage,,lineage,,0,0,0,3,accepted_into_domain,,False,1,,,,,,0,0,0,0,1,1,2,,,generation,
2026-04-22T21:51:47.499252,domain_event,0,add,lineage,,lineage,,0,0,0,18,accepted_into_domain,,False,1,,,,,,0,0,0,0,2,2,3,,,generation,
2026-04-22T21:51:47.501268,domain_event,0,add,lineage,,lineage,,1,1,1,16,accepted_into_domain,,True,2,,,,,,1,0,0,0,0,0,1,0,0.94632887840271,generation,
2026-04-22T21:51:47.503446,domain_event,0,add,lineage,,lineage,,1,1,1,3,accepted_into_domain,,False,2,,,,,,1,0,0,0,1,1,2,0,0.94632887840271,generation,
2026-04-22T21:51:47.504308,domain_event,0,add,lineage,,lineage,,1,1,1,5,accepted_into_domain,,False,2,,,,,,1,0,0,0,2,2,3,0,0.94632887840271,generation,
2026-04-22T21:51:47.506321,domain_event,0,add,lineage,,lineage,,2,2,2,5,accepted_into_domain,,True,3,,,,,,2,0,0,0,0,0,1,0,0.9701703190803528,generation,
2026-04-22T21:51:47.506321,domain_event,0,add,lineage,,lineage,,2,2,2,16,accepted_into_domain,,False,3,,,,,,2,0,0,0,1,1,2,0,0.9701703190803528,generation,
2026-04-22T21:51:47.508332,domain_event,0,add,lineage,,lineage,,2,2,2,6,accepted_into_domain,,False,3,,,,,,2,0,0,0,2,2,3,0,0.9701703190803528,generation,
2026-04-22T21:51:47.509737,domain_event,0,add,lineage,,lineage,,3,3,3,9,accepted_into_domain,,True,4,,,,,,3,0,0,0,0,0,1,2,0.8931647539138794,generation,
2026-04-22T21:51:47.509737,domain_event,0,add,lineage,,lineage,,3,3,3,17,accepted_into_domain,,False,4,,,,,,3,0,0,0,1,1,2,2,0.8931647539138794,generation,
2026-04-22T21:51:47.509737,domain_event,0,add,lineage,,lineage,,3,3,3,14,accepted_into_domain,,False,4,,,,,,3,0,0,0,2,2,3,2,0.8931647539138794,generation,
2026-04-22T21:51:47.509737,domain_event,0,add,lineage,,lineage,,4,4,4,7,accepted_into_domain,,True,5,,,,,,4,0,0,0,0,0,1,2,0.9598141312599182,generation,
2026-04-22T21:51:47.516786,domain_event,0,add,lineage,,lineage,,4,4,4,18,accepted_into_domain,,False,5,,,,,,4,0,0,0,1,1,2,2,0.9598141312599182,generation,
2026-04-22T21:51:47.516786,domain_event,0,add,lineage,,lineage,,4,4,4,19,accepted_into_domain,,False,5,,,,,,4,0,0,0,2,2,3,2,0.9598141312599182,generation,
2026-04-22T21:51:47.516786,domain_event,0,add,lineage,,lineage,,5,5,5,10,accepted_into_domain,,True,6,,,,,,5,0,0,0,0,0,1,2,0.9920419454574585,generation,
2026-04-22T21:51:47.526428,domain_event,0,add,lineage,,lineage,,5,5,5,13,accepted_into_domain,,False,6,,,,,,5,0,0,0,1,1,2,2,0.9920419454574585,generation,
2026-04-22T21:51:47.528449,domain_event,0,add,lineage,,lineage,,5,5,5,12,accepted_into_domain,,False,6,,,,,,5,0,0,0,2,2,3,2,0.9920419454574585,generation,
2026-04-22T21:51:47.530932,domain_event,0,add,lineage,,lineage,,6,6,6,15,accepted_into_domain,,True,7,,,,,,6,0,0,0,0,0,1,3,0.9950743913650513,generation,
2026-04-22T21:51:47.530932,domain_event,0,add,lineage,,lineage,,6,6,6,17,accepted_into_domain,,False,7,,,,,,6,0,0,0,1,1,2,3,0.9950743913650513,generation,
2026-04-22T21:51:47.537945,domain_event,0,add,lineage,,lineage,,6,6,6,19,accepted_into_domain,,False,7,,,,,,6,0,0,0,2,2,3,3,0.9950743913650513,generation,
2026-04-22T21:51:47.537945,domain_event,0,add,lineage,,lineage,,7,7,7,3,accepted_into_domain,,True,8,,,,,,7,0,0,0,0,0,1,5,0.9791439771652222,generation,
2026-04-22T21:51:47.544791,domain_event,0,add,lineage,,lineage,,7,7,7,8,accepted_into_domain,,False,8,,,,,,7,0,0,0,1,1,2,5,0.9791439771652222,generation,
2026-04-22T21:51:47.547574,domain_event,0,add,lineage,,lineage,,7,7,7,18,accepted_into_domain,,False,8,,,,,,7,0,0,0,2,2,3,5,0.9791439771652222,generation,
2026-04-22T21:51:47.552642,domain_event,0,add,lineage,,lineage,,8,8,8,2,accepted_into_domain,,True,9,,,,,,8,0,0,0,0,0,1,6,0.9752374887466431,generation,
2026-04-22T21:51:47.555168,domain_event,0,add,lineage,,lineage,,8,8,8,11,accepted_into_domain,,False,9,,,,,,8,0,0,0,1,1,2,6,0.9752374887466431,generation,
2026-04-22T21:51:47.559038,domain_event,0,add,lineage,,lineage,,8,8,8,0,accepted_into_domain,,False,9,,,,,,8,0,0,0,2,2,3,6,0.9752374887466431,generation,
2026-04-22T21:51:47.559038,domain_event,0,add,lineage,,lineage,,9,9,9,19,accepted_into_domain,,True,10,,,,,,9,0,0,0,0,0,1,4,0.9002451300621033,generation,
2026-04-22T21:51:47.567500,domain_event,0,add,lineage,,lineage,,9,9,9,18,accepted_into_domain,,False,10,,,,,,9,0,0,0,1,1,2,4,0.9002451300621033,generation,
2026-04-22T21:51:47.573126,domain_event,0,add,lineage,,lineage,,9,9,9,7,accepted_into_domain,,False,10,,,,,,9,0,0,0,2,2,3,4,0.9002451300621033,generation,
2026-04-22T21:51:47.577300,domain_event,0,add,lineage,,lineage,,10,10,10,19,accepted_into_domain,,True,11,,,,,,10,0,0,0,0,0,1,3,0.9602459073066711,generation,
2026-04-22T21:51:47.583311,domain_event,0,add,lineage,,lineage,,10,10,10,7,accepted_into_domain,,False,11,,,,,,10,0,0,0,1,1,2,3,0.9602459073066711,generation,
2026-04-22T21:51:47.588053,domain_event,0,add,lineage,,lineage,,10,10,10,0,accepted_into_domain,,False,11,,,,,,10,0,0,0,2,2,3,3,0.9602459073066711,generation,
2026-04-22T21:51:47.594441,domain_event,0,add,lineage,,lineage,,11,11,11,2,accepted_into_domain,,True,12,,,,,,11,0,0,0,0,0,1,10,0.94625324010849,generation,
2026-04-22T21:51:47.599436,domain_event,0,add,lineage,,lineage,,11,11,11,1,accepted_into_domain,,False,12,,,,,,11,0,0,0,1,1,2,10,0.94625324010849,generation,
2026-04-22T21:51:47.603872,domain_event,0,add,lineage,,lineage,,11,11,11,7,accepted_into_domain,,False,12,,,,,,11,0,0,0,2,2,3,10,0.94625324010849,generation,
2026-04-22T21:51:47.611448,domain_event,0,add,lineage,,lineage,,12,12,12,2,accepted_into_domain,,True,13,,,,,,12,0,0,0,0,0,1,4,0.9761239290237427,generation,
2026-04-22T21:51:47.617654,domain_event,0,add,lineage,,lineage,,12,12,12,1,accepted_into_domain,,False,13,,,,,,12,0,0,0,1,1,2,4,0.9761239290237427,generation,
2026-04-22T21:51:47.621654,domain_event,0,add,lineage,,lineage,,12,12,12,10,accepted_into_domain,,False,13,,,,,,12,0,0,0,2,2,3,4,0.9761239290237427,generation,
2026-04-22T21:51:47.621654,domain_event,0,add,lineage,,lineage,,13,13,13,2,accepted_into_domain,,True,14,,,,,,13,0,0,0,0,0,1,9,0.8747997879981995,generation,
2026-04-22T21:51:47.621654,domain_event,0,add,lineage,,lineage,,13,13,13,17,accepted_into_domain,,False,14,,,,,,13,0,0,0,1,1,2,9,0.8747997879981995,generation,
2026-04-22T21:51:47.642752,domain_event,0,add,lineage,,lineage,,13,13,13,7,accepted_into_domain,,False,14,,,,,,13,0,0,0,2,2,3,9,0.8747997879981995,generation,
2026-04-22T21:51:47.648797,domain_event,0,add,lineage,,lineage,,14,14,14,8,accepted_into_domain,,True,15,,,,,,14,0,0,0,0,0,1,3,0.9932442903518677,generation,
2026-04-22T21:51:47.653323,domain_event,0,add,lineage,,lineage,,14,14,14,16,accepted_into_domain,,False,15,,,,,,14,0,0,0,1,1,2,3,0.9932442903518677,generation,
2026-04-22T21:51:47.673287,domain_event,0,add,lineage,,lineage,,14,14,14,6,accepted_into_domain,,False,15,,,,,,14,0,0,0,2,2,3,3,0.9932442903518677,generation,
2026-04-22T21:51:47.688591,domain_event,0,add,lineage,,lineage,,15,15,15,18,accepted_into_domain,,True,16,,,,,,15,0,0,0,0,0,1,12,0.9809090495109558,generation,
2026-04-22T21:51:47.694962,domain_event,0,add,lineage,,lineage,,15,15,15,4,accepted_into_domain,,False,16,,,,,,15,0,0,0,1,1,2,12,0.9809090495109558,generation,
2026-04-22T21:51:47.701057,domain_event,0,add,lineage,,lineage,,15,15,15,16,accepted_into_domain,,False,16,,,,,,15,0,0,0,2,2,3,12,0.9809090495109558,generation,
2026-04-22T21:51:47.701057,domain_event,0,add,lineage,,lineage,,16,16,16,7,accepted_into_domain,,True,17,,,,,,16,0,0,0,0,0,1,8,0.9661486744880676,generation,
2026-04-22T21:51:47.724812,domain_event,0,add,lineage,,lineage,,16,16,16,15,accepted_into_domain,,False,17,,,,,,16,0,0,0,1,1,2,8,0.9661486744880676,generation,
2026-04-22T21:51:47.732615,domain_event,0,add,lineage,,lineage,,16,16,16,13,accepted_into_domain,,False,17,,,,,,16,0,0,0,2,2,3,8,0.9661486744880676,generation,
2026-04-22T21:51:47.740677,domain_event,0,add,lineage,,lineage,,17,17,17,6,accepted_into_domain,,True,18,,,,,,17,0,0,0,0,0,1,9,0.9185284972190857,generation,
2026-04-22T21:51:47.748494,domain_event,0,add,lineage,,lineage,,17,17,17,3,accepted_into_domain,,False,18,,,,,,17,0,0,0,1,1,2,9,0.9185284972190857,generation,
2026-04-22T21:51:47.760040,domain_event,0,add,lineage,,lineage,,17,17,17,18,accepted_into_domain,,False,18,,,,,,17,0,0,0,2,2,3,9,0.9185284972190857,generation,
2026-04-22T21:51:47.768087,domain_event,0,add,lineage,,lineage,,18,18,18,13,accepted_into_domain,,True,19,,,,,,18,0,0,0,0,0,1,17,0.9583449363708496,generation,
2026-04-22T21:51:47.779109,domain_event,0,add,lineage,,lineage,,18,18,18,11,accepted_into_domain,,False,19,,,,,,18,0,0,0,1,1,2,17,0.9583449363708496,generation,
2026-04-22T21:51:47.785162,domain_event,0,add,lineage,,lineage,,18,18,18,19,accepted_into_domain,,False,19,,,,,,18,0,0,0,2,2,3,17,0.9583449363708496,generation,
2026-04-22T21:51:47.797020,domain_event,0,add,lineage,,lineage,,19,19,19,13,accepted_into_domain,,True,20,,,,,,19,0,0,0,0,0,1,6,0.9999873042106628,generation,
2026-04-22T21:51:47.804589,domain_event,0,add,lineage,,lineage,,19,19,19,14,accepted_into_domain,,False,20,,,,,,19,0,0,0,1,1,2,6,0.9999873042106628,generation,
2026-04-22T21:51:47.811385,domain_event,0,add,lineage,,lineage,,19,19,19,1,accepted_into_domain,,False,20,,,,,,19,0,0,0,2,2,3,6,0.9999873042106628,generation,
2026-04-22T21:51:47.993295,domain_event,1,retrieve,lineage,0.5,lineage,2,13,13,13,,lineage_fallback_random,1.0,,20,0,19,random,,,13,0,0,0,3,3,3,9,0.8747997879981995,generation,
2026-04-22T21:51:47.993295,domain_event,1,retrieve,lineage,0.5,lineage,3,16,16,16,,lineage_fallback_random,1.0,,20,0,19,random,,,16,0,0,0,3,3,3,8,0.9661486744880676,generation,
2026-04-22T21:51:47.995310,domain_event,1,retrieve,lineage,0.5,lineage,7,0,0,0,,lineage_fallback_random,1.0,,20,0,19,random,,,0,0,0,0,3,3,3,,,generation,
2026-04-22T21:51:47.995310,domain_event,1,retrieve,lineage,0.5,lineage,13,11,11,11,,lineage_fallback_random,1.0,,20,0,19,random,,,11,0,0,0,3,3,3,10,0.94625324010849,generation,
